model,profile_id,precision_at_5,recall_at_5,ndcg_at_5,mean_relevance_at_5,intra_list_diversity_at_5,topic_diversity_at_5,format_diversity_at_5,provider_diversity_at_5,constraint_satisfaction_rate,knowledge_gap_coverage,average_popularity,long_tail_exposure,catalog_coverage
popularity,P034,0.4,0.009852216748768473,0.1898033756801537,0.6,0.8654701244069001,0.6,0.6,1.0,1.0,0.5,0.8017999999999998,0.0,0.015
popularity,P035,0.6,0.015306122448979591,0.7227265726449517,1.2,0.849710090033924,0.7,0.6,0.6,1.0,1.0,0.8214,0.0,0.015
popularity,P036,0.2,0.002785515320334262,0.11305340175787203,0.2,0.849710090033924,0.7,0.6,0.6,1.0,0.0,0.8214,0.0,0.015
popularity,P037,0.4,0.007326007326007326,0.32703966649239957,0.6,0.8838972045037138,0.7,0.6,0.8,1.0,0.5,0.7968,0.0,0.015
popularity,P038,0.8,0.014814814814814815,0.8539316501572934,1.6,0.849710090033924,0.7,0.6,0.6,1.0,1.0,0.8214,0.0,0.015
popularity,P039,1.0,0.012437810945273632,0.3333333333333333,1.0,0.8529022832449402,0.6,0.6,1.0,1.0,0.0,0.7824,0.0,0.015
popularity,P040,0.6,0.011583011583011582,0.40378964041468124,1.0,0.8654701244069001,0.6,0.6,1.0,1.0,0.3333333333333333,0.8017999999999998,0.0,0.015
popularity,P041,0.4,0.01,0.38784965522118486,0.6,0.8529022832449402,0.6,0.6,1.0,1.0,0.5,0.7824,0.0,0.015
popularity,P042,0.4,0.011235955056179775,0.30078518014914984,0.8,0.8654701244069001,0.6,0.6,1.0,1.0,0.5,0.8017999999999998,0.0,0.015
popularity,P043,1.0,0.008333333333333333,0.42080338500822784,1.2,0.849710090033924,0.7,0.6,0.6,1.0,0.5,0.8214,0.0,0.015
popularity,P044,1.0,0.012077294685990338,0.5338567867660998,1.4,0.8654701244069001,0.6,0.6,1.0,1.0,0.5,0.8017999999999998,0.0,0.015
popularity,P045,1.0,0.012437810945273632,0.9026211001048622,1.8,0.8654701244069001,0.6,0.6,1.0,1.0,1.0,0.8017999999999998,0.0,0.015
popularity,P046,1.0,0.008333333333333333,0.6469101885239719,1.4,0.849710090033924,0.7,0.6,0.6,1.0,0.6666666666666666,0.8214,0.0,0.015
popularity,P047,0.8,0.0149812734082397,0.5599069317497283,1.4,0.8654701244069001,0.6,0.6,1.0,1.0,0.6666666666666666,0.8017999999999998,0.0,0.015
popularity,P048,1.0,0.012077294685990338,0.5181822849033655,1.4,0.8654701244069001,0.6,0.6,1.0,1.0,1.0,0.8017999999999998,0.0,0.015
popularity,P049,1.0,0.02242152466367713,0.7738931964842558,1.8,0.8529022832449402,0.6,0.6,1.0,1.0,0.6666666666666666,0.7824,0.0,0.015
popularity,P050,1.0,0.008333333333333333,0.5181822849033655,1.4,0.8838972045037138,0.7,0.6,0.8,1.0,1.0,0.7968,0.0,0.015
popularity,P051,0.6,0.010135135135135136,0.4670156610640613,0.8,0.849710090033924,0.7,0.6,0.6,1.0,0.5,0.8214,0.0,0.015
popularity,P052,1.0,0.012077294685990338,0.3333333333333333,1.0,0.8529022832449402,0.6,0.6,1.0,1.0,0.0,0.7824,0.0,0.015
popularity,P053,1.0,0.008333333333333333,0.8151510484299677,1.6,0.849710090033924,0.7,0.6,0.6,1.0,1.0,0.8214,0.0,0.015
popularity,P054,1.0,0.008333333333333333,0.3333333333333333,1.0,0.8838972045037138,0.7,0.6,0.8,1.0,0.0,0.7968,0.0,0.015
popularity,P055,1.0,0.012437810945273632,0.7020976466720956,1.4,0.8654701244069001,0.6,0.6,1.0,1.0,0.5,0.8017999999999998,0.0,0.015
popularity,P056,0.8,0.013937282229965157,0.5296347172140421,1.2,0.8654701244069001,0.6,0.6,1.0,1.0,0.3333333333333333,0.8017999999999998,0.0,0.015
popularity,P057,1.0,0.012077294685990338,0.3333333333333333,1.0,0.8529022832449402,0.6,0.6,1.0,1.0,0.0,0.7824,0.0,0.015
popularity,P058,1.0,0.008333333333333333,0.44638673509120536,1.2,0.849710090033924,0.7,0.6,0.6,1.0,0.3333333333333333,0.8214,0.0,0.015
popularity,P059,1.0,0.008333333333333333,0.43071223322847096,1.2,0.849710090033924,0.7,0.6,0.6,1.0,0.3333333333333333,0.8214,0.0,0.015
popularity,P060,1.0,0.008333333333333333,0.42080338500822784,1.2,0.849710090033924,0.7,0.6,0.6,1.0,0.5,0.8214,0.0,0.015
popularity,P061,1.0,0.008547008547008548,0.5733697430514892,1.4,0.849710090033924,0.7,0.6,0.6,1.0,0.5,0.8214,0.0,0.015
popularity,P062,1.0,0.008547008547008548,0.44638673509120536,1.2,0.8838972045037138,0.7,0.6,0.8,1.0,1.0,0.7968,0.0,0.015
popularity,P063,0.6,0.01060070671378092,0.3156484524795145,0.8,0.8654701244069001,0.6,0.6,1.0,1.0,0.3333333333333333,0.8017999999999998,0.0,0.015
popularity,P064,1.0,0.012077294685990338,0.7698724385020871,1.6,0.8654701244069001,0.6,0.6,1.0,1.0,1.0,0.8017999999999998,0.0,0.015
popularity,P065,0.8,0.01652892561983471,0.8539316501572934,1.6,0.849710090033924,0.7,0.6,0.6,1.0,0.6666666666666666,0.8214,0.0,0.015
popularity,P066,1.0,0.012077294685990338,0.7599635902818439,1.6,0.8654701244069001,0.6,0.6,1.0,1.0,0.6666666666666666,0.8017999999999998,0.0,0.015
popularity,P067,1.0,0.008547008547008548,0.5594401368490773,1.2,0.849710090033924,0.7,0.6,0.6,1.0,0.5,0.8214,0.0,0.015
popularity,P068,0.4,0.028985507246376812,0.5531464700081437,0.8,0.8654701244069001,0.6,0.6,1.0,1.0,1.0,0.8017999999999998,0.0,0.015
popularity,P069,1.0,0.008333333333333333,0.7599635902818439,1.6,0.8838972045037138,0.7,0.6,0.8,1.0,0.6666666666666666,0.7968,0.0,0.015
popularity,P070,1.0,0.012077294685990338,0.9026211001048622,1.8,0.8654701244069001,0.6,0.6,1.0,1.0,1.0,0.8017999999999998,0.0,0.015
popularity,P071,1.0,0.008333333333333333,0.42080338500822784,1.2,0.849710090033924,0.7,0.6,0.6,1.0,1.0,0.8214,0.0,0.015
popularity,P072,1.0,0.008547008547008548,0.5890442449142237,1.4,0.8838972045037138,0.7,0.6,0.8,1.0,1.0,0.7968,0.0,0.015
content,P001,1.0,0.031055900621118012,0.8151510484299677,1.6,0.6268247553327506,0.4,0.4,0.8,1.0,1.0,0.3992,0.6,0.395
content,P002,1.0,0.008333333333333333,1.0,2.0,0.49302873518780577,0.5,0.4,0.8,1.0,1.0,0.4126,0.6,0.395
content,P003,1.0,0.008333333333333333,1.0,2.0,0.44402972977250266,0.5,0.4,0.8,1.0,1.0,0.45780000000000004,0.2,0.395
content,P004,1.0,0.020833333333333332,1.0,2.0,0.6548141098242466,0.3,0.6,0.6,1.0,1.0,0.4546,0.4,0.395
content,P005,1.0,0.01953125,1.0,2.0,0.6061884139024271,0.3,0.8,0.8,1.0,1.0,0.422,0.6,0.395
content,P006,1.0,0.026881720430107527,1.0,2.0,0.6400202454572663,0.3,0.8,0.8,1.0,1.0,0.4111999999999999,0.4,0.395
content,P007,1.0,0.008333333333333333,1.0,2.0,0.4398456154637659,0.5,0.4,0.8,1.0,1.0,0.5598000000000001,0.0,0.395
content,P008,1.0,0.012077294685990338,0.6724935386069494,1.4,0.7566155905378148,0.6,0.4,1.0,1.0,1.0,0.4452,0.6,0.395
content,P009,1.0,0.0364963503649635,0.7994765465672333,1.6,0.7021472692407599,0.5,0.4,0.8,1.0,1.0,0.5034000000000001,0.2,0.395
content,P010,1.0,0.012437810945273632,0.9026211001048622,1.8,0.5032086935878879,0.3,0.6,1.0,1.0,1.0,0.288,0.8,0.395
content,P011,1.0,0.008333333333333333,1.0,2.0,0.5036212373810536,0.2,0.6,1.0,1.0,1.0,0.3586,0.8,0.395
content,P012,1.0,0.012077294685990338,1.0,2.0,0.5687812901274315,0.3,0.6,0.8,1.0,1.0,0.2978,0.8,0.395
content,P013,1.0,0.008333333333333333,1.0,2.0,0.5138085355336701,0.3,0.8,0.8,1.0,1.0,0.5476,0.4,0.395
content,P014,1.0,0.020491803278688523,1.0,2.0,0.7247593780896279,0.3,0.8,0.8,1.0,1.0,0.244,1.0,0.395
content,P015,1.0,0.02262443438914027,1.0,2.0,0.46957662289662117,0.5,0.6,1.0,1.0,1.0,0.28340000000000004,0.8,0.395
content,P016,1.0,0.008333333333333333,1.0,2.0,0.5790716819504159,0.3,0.6,1.0,1.0,1.0,0.3086,0.8,0.395
content,P017,1.0,0.037037037037037035,0.543765634986343,1.4,0.44347599092046275,0.4,0.2,1.0,1.0,1.0,0.4708,0.4,0.395
content,P018,1.0,0.008333333333333333,0.8869465982421278,1.8,0.5500625028498879,0.4,0.4,0.8,1.0,1.0,0.3718,0.6,0.395
content,P019,1.0,0.02617801047120419,1.0,2.0,0.7446735806158197,0.3,0.8,1.0,1.0,1.0,0.266,0.8,0.395
content,P020,1.0,0.008333333333333333,1.0,2.0,0.5618635590980271,0.3,1.0,1.0,1.0,1.0,0.4758,0.2,0.395
content,P021,1.0,0.008547008547008548,1.0,2.0,0.4847145632286143,0.2,0.8,0.8,1.0,1.0,0.5302,0.4,0.395
content,P022,1.0,0.014084507042253521,1.0,2.0,0.5070907545377088,0.3,0.8,1.0,1.0,1.0,0.5306,0.4,0.395
content,P023,1.0,0.012437810945273632,1.0,2.0,0.5998892178726768,0.4,0.6,1.0,1.0,1.0,0.49300000000000005,0.6,0.395
content,P024,1.0,0.012077294685990338,1.0,2.0,0.6973611925643485,0.3,0.8,0.8,1.0,1.0,0.4492,0.4,0.395
content,P025,1.0,0.008547008547008548,1.0,2.0,0.5384172259308054,0.3,0.6,1.0,1.0,1.0,0.5718,0.2,0.395
content,P026,1.0,0.0176678445229682,1.0,2.0,0.4957060747719677,0.5,0.2,0.8,1.0,1.0,0.5128,0.2,0.395
content,P027,1.0,0.018656716417910446,1.0,2.0,0.47214214284682854,0.2,0.6,1.0,1.0,1.0,0.32639999999999997,0.6,0.395
content,P028,1.0,0.012077294685990338,1.0,2.0,0.5889880453722218,0.3,0.6,1.0,1.0,1.0,0.385,0.6,0.395
content,P029,1.0,0.016778523489932886,1.0,2.0,0.4512307212974409,0.2,0.6,0.8,1.0,1.0,0.3934,0.6,0.395
content,P030,1.0,0.016891891891891893,1.0,2.0,0.4730180316109631,0.5,0.4,1.0,1.0,1.0,0.30379999999999996,1.0,0.395
content,P031,1.0,0.012077294685990338,0.9125299483251055,1.8,0.6780082226300717,0.7,0.4,0.8,1.0,1.0,0.5506,0.2,0.395
content,P032,1.0,0.02577319587628866,1.0,2.0,0.3779776534383342,0.5,0.2,1.0,1.0,1.0,0.46519999999999995,0.4,0.395
content,P033,1.0,0.024271844660194174,1.0,2.0,0.45673041437770956,0.6,0.4,1.0,1.0,1.0,0.5192,0.2,0.395
content,P034,1.0,0.024630541871921183,1.0,2.0,0.561397378032381,0.2,0.6,1.0,1.0,1.0,0.4338,0.4,0.395
content,P035,1.0,0.025510204081632654,1.0,2.0,0.48788969969698237,0.4,0.6,1.0,1.0,1.0,0.3992,0.6,0.395
content,P036,1.0,0.013927576601671309,1.0,2.0,0.548249680579648,0.2,0.8,0.8,1.0,1.0,0.32939999999999997,0.6,0.395
content,P037,1.0,0.018315018315018316,1.0,2.0,0.510934028017186,0.2,0.8,0.8,1.0,1.0,0.5176000000000001,0.2,0.395
content,P038,1.0,0.018518518518518517,1.0,2.0,0.5036905310085092,0.2,0.4,0.8,1.0,1.0,0.4488,0.4,0.395
content,P039,1.0,0.012437810945273632,1.0,2.0,0.5065959029713153,0.5,0.8,1.0,1.0,1.0,0.39380000000000004,0.6,0.395
content,P040,1.0,0.019305019305019305,1.0,2.0,0.5167133241608288,0.4,0.8,0.8,1.0,0.6666666666666666,0.42800000000000005,0.6,0.395
content,P041,1.0,0.025,1.0,2.0,0.580942314807856,0.4,0.6,1.0,1.0,1.0,0.4306,0.6,0.395
content,P042,1.0,0.028089887640449437,1.0,2.0,0.6422740150240056,0.3,0.8,0.8,1.0,1.0,0.446,0.4,0.395
content,P043,1.0,0.008333333333333333,1.0,2.0,0.6734347858805775,0.3,0.8,0.8,1.0,1.0,0.338,0.8,0.395
content,P044,1.0,0.012077294685990338,1.0,2.0,0.596261608173953,0.3,0.8,1.0,1.0,1.0,0.47139999999999993,0.4,0.395
content,P045,1.0,0.012437810945273632,1.0,2.0,0.6402660439649906,0.4,0.8,1.0,1.0,1.0,0.46559999999999996,0.4,0.395
content,P046,1.0,0.008333333333333333,1.0,2.0,0.5202224492048062,0.3,0.6,0.8,1.0,1.0,0.3822,0.6,0.395
content,P047,1.0,0.018726591760299626,1.0,2.0,0.7534738390417732,0.6,0.4,1.0,1.0,1.0,0.457,0.4,0.395
content,P048,1.0,0.012077294685990338,1.0,2.0,0.4450177776265227,0.2,0.8,0.8,1.0,1.0,0.5704,0.0,0.395
content,P049,1.0,0.02242152466367713,1.0,2.0,0.6747776179002212,0.5,0.8,0.6,1.0,0.6666666666666666,0.406,0.4,0.395
content,P050,1.0,0.008333333333333333,0.9026211001048622,1.8,0.6764162622150958,0.5,0.4,1.0,1.0,1.0,0.5878,0.2,0.395
content,P051,1.0,0.016891891891891893,1.0,2.0,0.4930697342222775,0.2,0.8,0.8,1.0,1.0,0.5418000000000001,0.2,0.395
content,P052,1.0,0.012077294685990338,1.0,2.0,0.5449733032601154,0.3,0.4,0.6,1.0,1.0,0.45459999999999995,0.6,0.395
content,P053,1.0,0.008333333333333333,1.0,2.0,0.4453796209766321,0.3,0.6,0.8,1.0,1.0,0.5992,0.4,0.395
content,P054,1.0,0.008333333333333333,1.0,2.0,0.5326790631527432,0.2,0.4,1.0,1.0,1.0,0.5291999999999999,0.2,0.395
content,P055,1.0,0.012437810945273632,1.0,2.0,0.5516343638340464,0.3,0.6,1.0,1.0,1.0,0.3652,0.8,0.395
content,P056,1.0,0.017421602787456445,1.0,2.0,0.4162218326997861,0.4,0.8,1.0,1.0,0.6666666666666666,0.5728,0.2,0.395
content,P057,1.0,0.012077294685990338,1.0,2.0,0.3799647333146652,0.2,0.8,1.0,1.0,0.6666666666666666,0.3198,0.6,0.395
content,P058,1.0,0.008333333333333333,1.0,2.0,0.4635560901207072,0.2,0.8,1.0,1.0,0.6666666666666666,0.4673999999999999,0.4,0.395
content,P059,1.0,0.008333333333333333,1.0,2.0,0.40889794642909827,0.2,0.6,1.0,1.0,0.6666666666666666,0.3036,0.8,0.395
content,P060,1.0,0.008333333333333333,1.0,2.0,0.5675959193386363,0.2,0.6,1.0,1.0,1.0,0.5227999999999999,0.2,0.395
content,P061,1.0,0.008547008547008548,0.9125299483251055,1.8,0.7010404662431721,0.4,0.6,0.8,1.0,1.0,0.23699999999999996,1.0,0.395
content,P062,1.0,0.008547008547008548,1.0,2.0,0.41258999676192754,0.3,0.6,1.0,1.0,1.0,0.4596,0.4,0.395
content,P063,1.0,0.0176678445229682,1.0,2.0,0.538313571647344,0.3,0.6,1.0,1.0,1.0,0.5852,0.0,0.395
content,P064,1.0,0.012077294685990338,1.0,2.0,0.5671442483475765,0.3,0.6,1.0,1.0,1.0,0.362,0.8,0.395
content,P065,1.0,0.02066115702479339,1.0,2.0,0.46372745886784883,0.3,0.8,1.0,1.0,0.6666666666666666,0.43739999999999996,0.2,0.395
content,P066,1.0,0.012077294685990338,1.0,2.0,0.5339985129027819,0.3,0.6,0.8,1.0,1.0,0.2852,0.8,0.395
content,P067,1.0,0.008547008547008548,1.0,2.0,0.5089873744264516,0.2,0.8,0.8,1.0,1.0,0.5034,0.2,0.395
content,P068,1.0,0.07246376811594203,1.0,2.0,0.5399704083975004,0.6,0.8,1.0,1.0,1.0,0.4406,0.6,0.395
content,P069,1.0,0.008333333333333333,1.0,2.0,0.5633000465682992,0.3,0.8,0.8,1.0,1.0,0.434,0.4,0.395
content,P070,1.0,0.012077294685990338,1.0,2.0,0.5483696313654423,0.4,0.6,1.0,1.0,1.0,0.5597999999999999,0.0,0.395
content,P071,1.0,0.008333333333333333,1.0,2.0,0.6577106920224054,0.5,0.6,1.0,1.0,1.0,0.5008,0.2,0.395
content,P072,1.0,0.008547008547008548,1.0,2.0,0.5591759289167169,0.2,0.4,1.0,1.0,1.0,0.4746,0.6,0.395
responsible,P001,1.0,0.031055900621118012,1.0,2.0,0.7170141311692585,0.4,0.6,0.8,1.0,1.0,0.5768,0.2,0.38666666666666666
responsible,P002,1.0,0.008333333333333333,1.0,2.0,0.642867126274641,0.4,0.4,1.0,1.0,1.0,0.42160000000000003,0.8,0.38666666666666666
responsible,P003,1.0,0.008333333333333333,1.0,2.0,0.6267875480313081,0.6,0.6,1.0,1.0,1.0,0.433,0.4,0.38666666666666666
responsible,P004,1.0,0.020833333333333332,1.0,2.0,0.754702539973968,0.4,0.8,1.0,1.0,1.0,0.504,0.2,0.38666666666666666
responsible,P005,1.0,0.01953125,1.0,2.0,0.6223518174665802,0.3,1.0,1.0,1.0,1.0,0.3874,0.6,0.38666666666666666
responsible,P006,1.0,0.026881720430107527,1.0,2.0,0.8127899870379363,0.5,0.6,0.8,1.0,1.0,0.462,0.2,0.38666666666666666
responsible,P007,1.0,0.008333333333333333,1.0,2.0,0.5987926827233091,0.5,0.4,0.8,1.0,1.0,0.4109999999999999,0.2,0.38666666666666666
responsible,P008,1.0,0.012077294685990338,1.0,2.0,0.7582162564723832,0.5,0.6,1.0,1.0,1.0,0.43260000000000004,0.6,0.38666666666666666
responsible,P009,1.0,0.0364963503649635,1.0,2.0,0.735181523473211,0.4,0.8,1.0,1.0,1.0,0.3952,0.4,0.38666666666666666
responsible,P010,1.0,0.012437810945273632,1.0,2.0,0.7078188536802383,0.3,1.0,0.8,1.0,1.0,0.36920000000000003,0.8,0.38666666666666666
responsible,P011,1.0,0.008333333333333333,1.0,2.0,0.5268425627182488,0.2,0.8,0.8,1.0,1.0,0.3176,0.8,0.38666666666666666
responsible,P012,1.0,0.012077294685990338,1.0,2.0,0.6984094895660395,0.5,0.8,1.0,1.0,1.0,0.3208,0.8,0.38666666666666666
responsible,P013,1.0,0.008333333333333333,1.0,2.0,0.597062183994845,0.3,0.8,0.8,1.0,1.0,0.5366,0.4,0.38666666666666666
responsible,P014,1.0,0.020491803278688523,1.0,2.0,0.7247593780896279,0.3,0.8,0.8,1.0,1.0,0.244,1.0,0.38666666666666666
responsible,P015,1.0,0.02262443438914027,1.0,2.0,0.523455994953953,0.5,0.6,0.8,1.0,1.0,0.3632000000000001,0.6,0.38666666666666666
responsible,P016,1.0,0.008333333333333333,1.0,2.0,0.601554608069859,0.2,0.8,1.0,1.0,1.0,0.3896,0.6,0.38666666666666666
responsible,P017,1.0,0.037037037037037035,1.0,2.0,0.7640477479227443,0.5,0.6,0.8,1.0,1.0,0.41839999999999994,0.6,0.38666666666666666
responsible,P018,1.0,0.008333333333333333,0.8573424901769816,1.8,0.6488279894818731,0.4,0.8,0.8,1.0,1.0,0.5168,0.4,0.38666666666666666
responsible,P019,1.0,0.02617801047120419,1.0,2.0,0.7446735806158197,0.3,0.8,1.0,1.0,1.0,0.266,0.8,0.38666666666666666
responsible,P020,1.0,0.008333333333333333,1.0,2.0,0.7120061197591153,0.3,0.8,1.0,1.0,1.0,0.4422,0.6,0.38666666666666666
responsible,P021,1.0,0.008547008547008548,1.0,2.0,0.5951978935393099,0.3,0.6,0.8,1.0,1.0,0.4124,0.6,0.38666666666666666
responsible,P022,1.0,0.014084507042253521,1.0,2.0,0.6756340610516762,0.3,0.8,0.8,1.0,1.0,0.40679999999999994,0.8,0.38666666666666666
responsible,P023,1.0,0.012437810945273632,1.0,2.0,0.6523763442627278,0.5,0.8,0.8,1.0,1.0,0.3774,0.6,0.38666666666666666
responsible,P024,1.0,0.012077294685990338,1.0,2.0,0.6848325321706851,0.2,0.8,0.8,1.0,1.0,0.4478000000000001,0.4,0.38666666666666666
responsible,P025,1.0,0.008547008547008548,1.0,2.0,0.5677581896076257,0.2,0.6,1.0,1.0,1.0,0.41879999999999995,0.6,0.38666666666666666
responsible,P026,1.0,0.0176678445229682,1.0,2.0,0.6816443070854808,0.5,0.8,1.0,1.0,1.0,0.5144,0.4,0.38666666666666666
responsible,P027,1.0,0.018656716417910446,1.0,2.0,0.6796889117805096,0.5,0.6,1.0,1.0,1.0,0.3362,0.8,0.38666666666666666
responsible,P028,1.0,0.012077294685990338,1.0,2.0,0.5524504945621231,0.2,0.6,1.0,1.0,1.0,0.47619999999999996,0.4,0.38666666666666666
responsible,P029,1.0,0.016778523489932886,1.0,2.0,0.5063321033028123,0.2,0.8,0.8,1.0,1.0,0.3882,0.6,0.38666666666666666
responsible,P030,1.0,0.016891891891891893,1.0,2.0,0.5229235512634045,0.5,0.6,1.0,1.0,1.0,0.34859999999999997,0.8,0.38666666666666666
responsible,P031,1.0,0.012077294685990338,1.0,2.0,0.7513357019223242,0.5,0.8,0.8,1.0,1.0,0.4812,0.4,0.38666666666666666
responsible,P032,1.0,0.02577319587628866,1.0,2.0,0.6267471349894266,0.6,0.4,1.0,1.0,1.0,0.40940000000000004,0.6,0.38666666666666666
responsible,P033,1.0,0.024271844660194174,1.0,2.0,0.45673041437770956,0.6,0.4,1.0,1.0,1.0,0.5192,0.2,0.38666666666666666
responsible,P034,1.0,0.024630541871921183,1.0,2.0,0.6198534464859443,0.3,0.6,0.8,1.0,1.0,0.2924,0.8,0.38666666666666666
responsible,P035,1.0,0.025510204081632654,1.0,2.0,0.5391398634645302,0.6,0.8,1.0,1.0,1.0,0.46419999999999995,0.4,0.38666666666666666
responsible,P036,1.0,0.013927576601671309,1.0,2.0,0.7179845750008353,0.4,0.6,0.8,1.0,1.0,0.5035999999999999,0.2,0.38666666666666666
responsible,P037,1.0,0.018315018315018316,1.0,2.0,0.6688758452075725,0.4,0.8,1.0,1.0,1.0,0.381,0.6,0.38666666666666666
responsible,P038,1.0,0.018518518518518517,1.0,2.0,0.5737557025733868,0.2,0.8,0.8,1.0,1.0,0.43479999999999996,0.6,0.38666666666666666
responsible,P039,1.0,0.012437810945273632,1.0,2.0,0.6159304123601073,0.5,0.8,0.8,1.0,1.0,0.3344,0.6,0.38666666666666666
responsible,P040,1.0,0.019305019305019305,1.0,2.0,0.5882968871039073,0.4,1.0,0.6,1.0,1.0,0.42779999999999996,0.6,0.38666666666666666
responsible,P041,1.0,0.025,1.0,2.0,0.580942314807856,0.4,0.6,1.0,1.0,1.0,0.4306,0.6,0.38666666666666666
